Jessica	F	46475	1990
Ashley	F	45560	1990
Brittany	F	36537	1990
Amanda	F	34408	1990
Samantha	F	25867	1990
Sarah	F	25817	1990
Stephanie	F	24860	1990
Jennifer	F	22228	1990
Elizabeth	F	20744	1990
Lauren	F	20506	1990
Michael	M	65290	1990
Christopher	M	52336	1990
Matthew	M	44804	1990
Joshua	M	43219	1990
Daniel	M	33818	1990
David	M	33743	1990
Andrew	M	33657	1990
James	M	32349	1990
Justin	M	30641	1990
Joseph	M	30128	1990
Ashley	F	43478	1991
Jessica	F	43398	1991
Brittany	F	29089	1991
Amanda	F	28893	1991
Samantha	F	25645	1991
Sarah	F	25225	1991
Stephanie	F	22774	1991
Jennifer	F	20673	1991
Elizabeth	F	20392	1991
Emily	F	20308	1991
Michael	M	60785	1991
Christopher	M	47104	1991
Matthew	M	41640	1991
Joshua	M	41218	1991
Andrew	M	31532	1991
Daniel	M	30917	1991
James	M	30507	1991
David	M	30414	1991
Joseph	M	29834	1991
John	M	27800	1991
Ashley	F	38453	1992
Jessica	F	38356	1992
Amanda	F	25033	1992
Brittany	F	24977	1992
Sarah	F	24635	1992
Samantha	F	24409	1992
Emily	F	21832	1992
Stephanie	F	19672	1992
Elizabeth	F	19032	1992
Megan	F	17842	1992
Michael	M	54392	1992
Christopher	M	42460	1992
Matthew	M	37734	1992
Joshua	M	36215	1992
Andrew	M	30535	1992
Brandon	M	29622	1992
Daniel	M	29148	1992
Tyler	M	28794	1992
James	M	28503	1992
David	M	28411	1992
Jessica	F	34987	1993
Ashley	F	34850	1993
Sarah	F	24252	1993
Samantha	F	23668	1993
Emily	F	23595	1993
Brittany	F	21724	1993
Taylor	F	21267	1993
Amanda	F	20811	1993
Elizabeth	F	17557	1993
Stephanie	F	17183	1993
Michael	M	49549	1993
Christopher	M	38227	1993
Matthew	M	35770	1993
Joshua	M	33581	1993
Tyler	M	29796	1993
Brandon	M	28731	1993
Daniel	M	28685	1993
Nicholas	M	28107	1993
Jacob	M	27484	1993
Andrew	M	27319	1993
Jessica	F	32117	1994
Ashley	F	30278	1994
Emily	F	24149	1994
Samantha	F	22820	1994
Sarah	F	22291	1994
Taylor	F	20733	1994
Brittany	F	18901	1994
Amanda	F	18718	1994
Elizabeth	F	16782	1994
Megan	F	16580	1994
Michael	M	44469	1994
Christopher	M	34800	1994
Matthew	M	33648	1994
Joshua	M	31372	1994
Tyler	M	30477	1994
Brandon	M	29487	1994
Jacob	M	29412	1994
Daniel	M	28060	1994
Nicholas	M	27762	1994
Andrew	M	26009	1994
Jessica	F	27938	1995
Ashley	F	26602	1995
Emily	F	24380	1995
Samantha	F	21644	1995
Sarah	F	21383	1995
Taylor	F	20425	1995
Hannah	F	17010	1995
Brittany	F	16476	1995
Amanda	F	16351	1995
Elizabeth	F	16185	1995
Michael	M	41402	1995
Matthew	M	32875	1995
Christopher	M	32674	1995
Jacob	M	31129	1995
Joshua	M	30718	1995
Nicholas	M	29156	1995
Tyler	M	29154	1995
Brandon	M	26904	1995
Daniel	M	26722	1995
Austin	M	25905	1995
Emily	F	25151	1996
Jessica	F	24198	1996
Ashley	F	23677	1996
Sarah	F	21040	1996
Samantha	F	20548	1996
Taylor	F	19152	1996
Hannah	F	18596	1996
Alexis	F	16589	1996
Rachel	F	16117	1996
Elizabeth	F	15998	1996
Michael	M	38364	1996
Matthew	M	32073	1996
Jacob	M	31925	1996
Christopher	M	30901	1996
Joshua	M	29170	1996
Nicholas	M	27720	1996
Tyler	M	26953	1996
Brandon	M	25846	1996
Austin	M	25660	1996
Andrew	M	25235	1996
Emily	F	25732	1997
Jessica	F	21042	1997
Ashley	F	20896	1997
Sarah	F	20707	1997
Hannah	F	20593	1997
Samantha	F	20169	1997
Taylor	F	19502	1997
Alexis	F	17170	1997
Elizabeth	F	15423	1997
Madison	F	15188	1997
Michael	M	37549	1997
Jacob	M	34153	1997
Matthew	M	31514	1997
Christopher	M	29105	1997
Joshua	M	28284	1997
Nicholas	M	27257	1997
Andrew	M	25199	1997
Brandon	M	25193	1997
Austin	M	25117	1997
Tyler	M	24876	1997
Emily	F	26182	1998
Hannah	F	21373	1998
Samantha	F	20192	1998
Sarah	F	19884	1998
Ashley	F	19873	1998
Alexis	F	19778	1998
Taylor	F	18572	1998
Jessica	F	18235	1998
Madison	F	17787	1998
Elizabeth	F	15187	1998
Michael	M	36615	1998
Jacob	M	36016	1998
Matthew	M	31142	1998
Joshua	M	28089	1998
Christopher	M	27002	1998
Nicholas	M	26634	1998
Brandon	M	23829	1998
Tyler	M	23711	1998
Andrew	M	23658	1998
Austin	M	23477	1998
Emily	F	26539	1999
Hannah	F	21676	1999
Alexis	F	19234	1999
Sarah	F	19104	1999
Samantha	F	19038	1999
Ashley	F	18136	1999
Madison	F	18053	1999
Taylor	F	16905	1999
Jessica	F	16348	1999
Elizabeth	F	15345	1999
Jacob	M	35363	1999
Michael	M	33912	1999
Matthew	M	30415	1999
Joshua	M	27258	1999
Nicholas	M	25638	1999
Christopher	M	25603	1999
Andrew	M	23855	1999
Joseph	M	23213	1999
Daniel	M	22694	1999
Tyler	M	22665	1999
