Emily	F	25956	2000
Hannah	F	23082	2000
Madison	F	19968	2000
Ashley	F	17997	2000
Sarah	F	17702	2000
Alexis	F	17629	2000
Samantha	F	17265	2000
Jessica	F	15709	2000
Elizabeth	F	15099	2000
Taylor	F	15078	2000
Jacob	M	34477	2000
Michael	M	32037	2000
Matthew	M	28573	2000
Joshua	M	27537	2000
Christopher	M	24932	2000
Nicholas	M	24652	2000
Andrew	M	23641	2000
Joseph	M	22831	2000
Daniel	M	22319	2000
Tyler	M	21504	2000
Emily	F	25057	2001
Madison	F	22164	2001
Hannah	F	20716	2001
Ashley	F	16527	2001
Alexis	F	16402	2001
Sarah	F	15899	2001
Samantha	F	15864	2001
Abigail	F	14807	2001
Elizabeth	F	14786	2001
Olivia	F	13977	2001
Jacob	M	32545	2001
Michael	M	29683	2001
Matthew	M	26808	2001
Joshua	M	26015	2001
Christopher	M	23126	2001
Nicholas	M	22845	2001
Andrew	M	22411	2001
Joseph	M	22011	2001
Daniel	M	20989	2001
William	M	20101	2001
Emily	F	24464	2002
Madison	F	21773	2002
Hannah	F	18822	2002
Emma	F	16540	2002
Alexis	F	15636	2002
Ashley	F	15344	2002
Abigail	F	15298	2002
Sarah	F	14760	2002
Samantha	F	14666	2002
Olivia	F	14629	2002
Jacob	M	30574	2002
Michael	M	28245	2002
Joshua	M	25993	2002
Matthew	M	25153	2002
Ethan	M	22109	2002
Andrew	M	22019	2002
Joseph	M	21895	2002
Christopher	M	21684	2002
Nicholas	M	21390	2002
Daniel	M	21316	2002
Emily	F	25691	2003
Emma	F	22706	2003
Madison	F	20199	2003
Hannah	F	17637	2003
Olivia	F	16148	2003
Abigail	F	15928	2003
Alexis	F	14867	2003
Ashley	F	14514	2003
Elizabeth	F	14103	2003
Samantha	F	13867	2003
Jacob	M	29638	2003
Michael	M	27121	2003
Joshua	M	25095	2003
Matthew	M	24001	2003
Andrew	M	22153	2003
Joseph	M	21367	2003
Ethan	M	21357	2003
Daniel	M	21039	2003
Christopher	M	20749	2003
Anthony	M	20145	2003
Emily	F	25037	2004
Emma	F	21607	2004
Madison	F	20622	2004
Olivia	F	16105	2004
Hannah	F	15605	2004
Abigail	F	15426	2004
Isabella	F	15017	2004
Ashley	F	14373	2004
Samantha	F	13783	2004
Elizabeth	F	13561	2004
Jacob	M	27881	2004
Michael	M	25458	2004
Joshua	M	24204	2004
Matthew	M	22874	2004
Ethan	M	22206	2004
Andrew	M	21703	2004
Daniel	M	20983	2004
William	M	20225	2004
Joseph	M	20125	2004
Christopher	M	19630	2004
Emily	F	23940	2005
Emma	F	20344	2005
Madison	F	19568	2005
Abigail	F	15749	2005
Olivia	F	15693	2005
Isabella	F	15186	2005
Hannah	F	14845	2005
Samantha	F	13638	2005
Ava	F	13605	2005
Ashley	F	13274	2005
Jacob	M	25833	2005
Michael	M	23815	2005
Joshua	M	23250	2005
Matthew	M	21468	2005
Ethan	M	21312	2005
Andrew	M	20730	2005
Daniel	M	20211	2005
Anthony	M	19379	2005
Joseph	M	19217	2005
Christopher	M	19168	2005
Emily	F	21404	2006
Emma	F	19119	2006
Madison	F	18626	2006
Isabella	F	18225	2006
Ava	F	16939	2006
Abigail	F	15628	2006
Olivia	F	15498	2006
Hannah	F	14544	2006
Sophia	F	13501	2006
Samantha	F	12462	2006
Jacob	M	24845	2006
Michael	M	22637	2006
Joshua	M	22322	2006
Ethan	M	20514	2006
Matthew	M	20331	2006
Daniel	M	20065	2006
Andrew	M	19721	2006
Christopher	M	19680	2006
Anthony	M	19404	2006
William	M	18957	2006
Emily	F	19355	2007
Isabella	F	19139	2007
Emma	F	18373	2007
Ava	F	18051	2007
Madison	F	17961	2007
Sophia	F	17024	2007
Olivia	F	16582	2007
Abigail	F	15470	2007
Hannah	F	13312	2007
Elizabeth	F	13056	2007
Jacob	M	24282	2007
Michael	M	21992	2007
Ethan	M	21029	2007
Joshua	M	20655	2007
Daniel	M	20251	2007
Christopher	M	20018	2007
Anthony	M	19627	2007
William	M	18882	2007
Matthew	M	18739	2007
Andrew	M	18449	2007
Emma	F	18813	2008
Isabella	F	18616	2008
Emily	F	17434	2008
Olivia	F	17081	2008
Ava	F	17039	2008
Madison	F	17032	2008
Sophia	F	16084	2008
Abigail	F	15082	2008
Elizabeth	F	12008	2008
Chloe	F	11824	2008
Jacob	M	22594	2008
Michael	M	20626	2008
Ethan	M	20216	2008
Joshua	M	19205	2008
Daniel	M	19005	2008
Alexander	M	18697	2008
Anthony	M	18397	2008
William	M	18391	2008
Christopher	M	17947	2008
Matthew	M	17580	2008
Isabella	F	22306	2009
Emma	F	17895	2009
Olivia	F	17435	2009
Sophia	F	16944	2009
Ava	F	15873	2009
Emily	F	15352	2009
Madison	F	15239	2009
Abigail	F	14390	2009
Chloe	F	11909	2009
Mia	F	11426	2009
Jacob	M	21175	2009
Ethan	M	19847	2009
Michael	M	18940	2009
Alexander	M	18234	2009
William	M	17918	2009
Joshua	M	17650	2009
Daniel	M	17542	2009
Jayden	M	17288	2009
Noah	M	17247	2009
Christopher	M	16355	2009
