Mary	F	16706	1900
Helen	F	6343	1900
Anna	F	6114	1900
Margaret	F	5304	1900
Ruth	F	4765	1900
Elizabeth	F	4096	1900
Florence	F	3920	1900
Ethel	F	3896	1900
Marie	F	3856	1900
Lillian	F	3414	1900
John	M	9829	1900
William	M	8579	1900
James	M	7245	1900
George	M	5403	1900
Charles	M	4098	1900
Robert	M	3821	1900
Joseph	M	3714	1900
Frank	M	3477	1900
Edward	M	2720	1900
Henry	M	2606	1900
Mary	F	13136	1901
Helen	F	5247	1901
Anna	F	4923	1901
Margaret	F	4424	1901
Ruth	F	3974	1901
Elizabeth	F	3216	1901
Marie	F	3157	1901
Florence	F	3131	1901
Ethel	F	3067	1901
Lillian	F	2681	1901
John	M	6900	1901
William	M	5990	1901
James	M	4735	1901
George	M	3609	1901
Charles	M	3049	1901
Joseph	M	2766	1901
Robert	M	2543	1901
Frank	M	2402	1901
Edward	M	1917	1901
Henry	M	1870	1901
Mary	F	14486	1902
Helen	F	5967	1902
Anna	F	5288	1902
Margaret	F	5011	1902
Ruth	F	4384	1902
Elizabeth	F	3694	1902
Florence	F	3509	1902
Marie	F	3424	1902
Ethel	F	3295	1902
Alice	F	3135	1902
John	M	7907	1902
William	M	6616	1902
James	M	5592	1902
George	M	4223	1902
Charles	M	3361	1902
Robert	M	3180	1902
Joseph	M	3098	1902
Frank	M	2756	1902
Edward	M	2294	1902
Henry	M	2154	1902
Mary	F	14275	1903
Helen	F	6129	1903
Anna	F	5098	1903
Margaret	F	5046	1903
Ruth	F	4518	1903
Elizabeth	F	3723	1903
Marie	F	3469	1903
Florence	F	3468	1903
Ethel	F	3257	1903
Mildred	F	3088	1903
John	M	7608	1903
William	M	6311	1903
James	M	5480	1903
George	M	3961	1903
Charles	M	3213	1903
Joseph	M	3121	1903
Robert	M	3044	1903
Frank	M	2644	1903
Edward	M	2268	1903
Thomas	M	1962	1903
Mary	F	14961	1904
Helen	F	6488	1904
Anna	F	5330	1904
Margaret	F	5302	1904
Ruth	F	4900	1904
Elizabeth	F	3833	1904
Marie	F	3595	1904
Florence	F	3572	1904
Mildred	F	3525	1904
Dorothy	F	3477	1904
John	M	8108	1904
William	M	6416	1904
James	M	5855	1904
George	M	4219	1904
Robert	M	3414	1904
Charles	M	3406	1904
Joseph	M	3291	1904
Frank	M	2799	1904
Edward	M	2334	1904
Henry	M	2086	1904
Mary	F	16067	1905
Helen	F	6811	1905
Margaret	F	5690	1905
Anna	F	5424	1905
Ruth	F	5068	1905
Elizabeth	F	4121	1905
Dorothy	F	3937	1905
Mildred	F	3758	1905
Marie	F	3643	1905
Alice	F	3610	1905
John	M	8060	1905
William	M	6495	1905
James	M	6042	1905
George	M	4256	1905
Charles	M	3608	1905
Robert	M	3410	1905
Joseph	M	3302	1905
Frank	M	2837	1905
Edward	M	2366	1905
Thomas	M	2135	1905
Mary	F	16370	1906
Helen	F	7176	1906
Margaret	F	6096	1906
Anna	F	5502	1906
Ruth	F	5140	1906
Dorothy	F	4326	1906
Elizabeth	F	4321	1906
Alice	F	4192	1906
Mildred	F	3873	1906
Florence	F	3691	1906
John	M	8265	1906
William	M	6566	1906
James	M	5908	1906
George	M	4201	1906
Robert	M	3635	1906
Charles	M	3607	1906
Joseph	M	3527	1906
Frank	M	2798	1906
Edward	M	2398	1906
Thomas	M	2176	1906
Mary	F	17580	1907
Helen	F	7579	1907
Margaret	F	6713	1907
Anna	F	5575	1907
Ruth	F	5573	1907
Dorothy	F	4967	1907
Elizabeth	F	4624	1907
Mildred	F	4277	1907
Alice	F	4107	1907
Marie	F	3880	1907
John	M	8983	1907
William	M	6904	1907
James	M	6707	1907
George	M	4445	1907
Robert	M	4020	1907
Charles	M	3884	1907
Joseph	M	3844	1907
Frank	M	2943	1907
Edward	M	2576	1907
Henry	M	2203	1907
Mary	F	18665	1908
Helen	F	8439	1908
Margaret	F	6976	1908
Ruth	F	6180	1908
Anna	F	5860	1908
Dorothy	F	5703	1908
Elizabeth	F	4904	1908
Mildred	F	4624	1908
Alice	F	4270	1908
Marie	F	4076	1908
John	M	9342	1908
William	M	7528	1908
James	M	7012	1908
George	M	4584	1908
Robert	M	4219	1908
Joseph	M	4162	1908
Charles	M	3929	1908
Frank	M	3146	1908
Edward	M	2707	1908
Thomas	M	2301	1908
Mary	F	19259	1909
Helen	F	9250	1909
Margaret	F	7359	1909
Ruth	F	6509	1909
Dorothy	F	6253	1909
Anna	F	5804	1909
Elizabeth	F	5176	1909
Mildred	F	5054	1909
Marie	F	4301	1909
Alice	F	4170	1909
John	M	9591	1909
William	M	7914	1909
James	M	7594	1909
George	M	4688	1909
Robert	M	4563	1909
Joseph	M	4348	1909
Charles	M	4029	1909
Frank	M	3244	1909
Edward	M	2935	1909
Thomas	M	2468	1909
